orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,Population de l'Aire de Santé
République Démocratique du Congo,ke Kasai Oriental Province,ke Diulu Zone de Santé,ke Idiofa Aire de Santé,rka3KKQnJXH,ke Idiofa Aire de Santé,81130107,,2020,2020,2020,,15785
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Inga Aire de Santé,a1J2SbM6bR1,ke Inga Aire de Santé,81120104,,2020,2020,2020,,25267
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Inkisi Aire de Santé,MFGzfPEVRPq,ke Inkisi Aire de Santé,81120105,,2020,2020,2020,,22721
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Jerome Aire de Santé,AoV98fxLPPw,ke Jerome Aire de Santé,81120304,,2020,2020,2020,,19921
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Kabala 1 Aire de Santé,XzfCY1VBmQs,ke Kabala 1 Aire de Santé,81240106,,2020,2020,2020,,12558
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Kabala 2 Aire de Santé,k9ymTLCcWqO,ke Kabala 2 Aire de Santé,81240107,,2020,2020,2020,,14155
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Kabeya Kamwanga Aire de Santé,r9M0JaChDYz,ke Kabeya Kamwanga Aire de Santé,81220107,,2020,2020,2020,,19437
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Kabeya Milembe Aire de Santé,J6VojX8prfv,ke Kabeya Milembe Aire de Santé,81220108,,2020,2020,2020,,12970
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Kabimba Aire de Santé,C62rwnyQYs7,ke Kabimba Aire de Santé,81250112,,2020,2020,2020,,20396
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Kabinda Aire de Santé,JkEaPlaD0SJ,ke Kabinda Aire de Santé,81140207,,2020,2020,2020,,23914
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kabindi Aire de Santé,vkGfk37SjHJ,ke Kabindi Aire de Santé,81240206,,2020,2020,2020,,11493
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Kabongo Aire de Santé,CUaMsGKKFaA,ke Kabongo Aire de Santé,81150308,,2020,2020,2020,,17204
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Kabuacia Aire de Santé,xcPGgTm74vP,ke Kabuacia Aire de Santé,81120106,,2020,2020,2020,,22113
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kabue Aire de Santé,vqSv9jNclYv,ke Kabue Aire de Santé,81240207,,2020,2020,2020,,18550
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Kadima Diba Aire de Santé,rCHQyfETbBh,ke Kadima Diba Aire de Santé,81120305,,2020,2020,2020,,17461
République Démocratique du Congo,ke Kasai Oriental Province,ke Diulu Zone de Santé,ke Kajengu Aire de Santé,oTAnv776cPZ,ke Kajengu Aire de Santé,81130108,,2020,2020,2020,,21844
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Kajingu Aire de Santé,FZpTvGs1NFe,ke Kajingu Aire de Santé,81150309,,2020,2020,2020,,16893
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kalamba Aire de Santé,s16tUeVJZtA,ke Kalamba Aire de Santé,81230104,,2020,2020,2020,,9432
République Démocratique du Congo,ke Kasai Oriental Province,ke Muya Zone de Santé,ke Kalelu Aire de Santé,VTY8RbhMN0O,ke Kalelu Aire de Santé,81140108,,2020,2020,2020,,20194
République Démocratique du Congo,ke Kasai Oriental Province,ke Cilundu Zone de Santé,ke Kaleya Aire de Santé,PCGFE9GZadT,ke Kaleya Aire de Santé,81210212,,2020,2020,2020,,7983
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Kalonji Kinya Aire de Santé,fUpfnYpC6AS,ke Kalonji Kinya Aire de Santé,81250113,,2020,2020,2020,,11561
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Kalonji Sud Aire de Santé,bLrTf291b9p,ke Kalonji Sud Aire de Santé,81250203,,2020,2020,2020,,20321
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Kalunda Aire de Santé,Q7bS2YGiDsa,ke Kalunda Aire de Santé,81240108,,2020,2020,2020,,8216
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Kalundu Aire de Santé,TllKrddl6rr,ke Kalundu Aire de Santé,81120107,,2020,2020,2020,,21073
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kamaleka Aire de Santé,mwxIGVuhECL,ke Kamaleka Aire de Santé,81230105,,2020,2020,2020,,6804
République Démocratique du Congo,ke Kasai Oriental Province,ke Cilundu Zone de Santé,ke Kamana Aire de Santé,TGxp3ZOWyJM,ke Kamana Aire de Santé,81210213,,2020,2020,2020,,7057
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kamanyenga Aire de Santé,HPOs3TSkHr9,ke Kamanyenga Aire de Santé,81230106,,2020,2020,2020,,7514
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kambaja Aire de Santé,MP7Rn6ua6L9,ke Kambaja Aire de Santé,81240208,,2020,2020,2020,,21790
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kambanga Aire de Santé,XR6LbGYxRmu,ke Kambanga Aire de Santé,81230107,,2020,2020,2020,,12702
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Kambi Aire de Santé,NNWPNXYuXJ2,ke Kambi Aire de Santé,81140208,,2020,2020,2020,,20586
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshishimbi Zone de Santé,ke Kamisangi Aire de Santé,HIMllwIi4Pj,ke Kamisangi Aire de Santé,,,2020,2020,2020,,12341
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshishimbi Zone de Santé,ke Kamisangi Aire de Santé,x200v32g0JJ,ke Kamisangi Aire de Santé,,,2020,2020,2020,,
République Démocratique du Congo,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,ke Kamisangi Aire de Santé,F1H5D7T0Ywo,ke Kamisangi Aire de Santé,81120207,,2020,2020,2020,,22312
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Kampaci Aire de Santé,MEoQGmBMAtF,ke Kampaci Aire de Santé,81250114,,2020,2020,2020,,11070
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Kanjiya Aire de Santé,EefWoeYAAiX,ke Kanjiya Aire de Santé,81120108,,2020,2020,2020,,22203
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kankelenge Aire de santé,nRfDnwvms5b,ke Kankelenge Aire de santé,,,2020,2020,2020,,13839
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshishimbi Zone de Santé,ke Kankelenge Aire de santé,p2gF5mQrx69,ke Kankelenge Aire de santé,,,2020,2020,2020,,
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Kankelenge Aire de Santé,VLkORkZvtXT,ke Kankelenge Aire de Santé,81120109,,2020,2020,2020,,20636
République Démocratique du Congo,ke Kasai Oriental Province,ke Muya Zone de Santé,ke Kankolongo Aire de Santé,S2FNVsyumNU,ke Kankolongo Aire de Santé,81140109,,2020,2020,2020,,21569
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kapala Aire de Santé,R6hBT7gG3GB,ke Kapala Aire de Santé,81240209,,2020,2020,2020,,9030
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Kapiandolo Aire de Santé,J7PVmGZ9141,ke Kapiandolo Aire de Santé,81230109,,2020,2020,2020,,9184
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kapindu Aire de Santé,aHWcMt6Qb0h,ke Kapindu Aire de Santé,81240210,,2020,2020,2020,,9676
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Kaponji Aire de Santé,PRQd8mg3F18,ke Kaponji Aire de Santé,81240109,,2020,2020,2020,,8433
République Démocratique du Congo,ke Kasai Oriental Province,ke Muya Zone de Santé,ke Kasabula Aire de Santé,u9mZqyxPP9V,ke Kasabula Aire de Santé,81140110,,2020,2020,2020,,21629
République Démocratique du Congo,ke Kasai Oriental Province,ke Bonzola Zone de Santé,ke Kasamayi Aire de Santé,D8kZ5M8nDGH,ke Kasamayi Aire de Santé,81110108,,2020,2020,2020,,17747
République Démocratique du Congo,ke Kasai Oriental Province,ke Cilundu Zone de Santé,ke Kasanga Aire de Santé,h4Op7Ysw0lX,ke Kasanga Aire de Santé,81210214,,2020,2020,2020,,8024
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Kasansa Aire de Santé,cUYDBAPTMC1,ke Kasansa Aire de Santé,81250204,,2020,2020,2020,,16533
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Kasengulu Aire de Santé,ebch6PAHf51,ke Kasengulu Aire de Santé,81240211,,2020,2020,2020,,27142
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Kasensa Aire de Santé,Eind6olt6G9,ke Kasensa Aire de Santé,81250115,,2020,2020,2020,,19349
République Démocratique du Congo,ke Kasai Oriental Province,ke Bonzola Zone de Santé,ke Kashala Bonzola Aire de Santé,oUvu7Rjjrk9,ke Kashala Bonzola Aire de Santé,81110109,,2020,2020,2020,,14924
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Kashila Aire de Santé,iXGrTvH42Fd,ke Kashila Aire de Santé,81250205,,2020,2020,2020,,15261
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Kasumbi Aire de Santé,Uper73mBlVe,ke Kasumbi Aire de Santé,81250206,,2020,2020,2020,,11253
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Katabua Aire de Santé,mMdmfGV0X8h,ke Katabua Aire de Santé,81240110,,2020,2020,2020,,7261
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Katanda 1 Aire de Santé,QTBFLrMAJYZ,ke Katanda 1 Aire de Santé,81240111,,2020,2020,2020,,9376
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Katanda 2 Aire de Santé,TAKBKPN1ZNg,ke Katanda 2 Aire de Santé,81240112,,2020,2020,2020,,7854
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Katekelayi Aire de Santé,yRJbpmCtrTa,ke Katekelayi Aire de Santé,81230110,,2020,2020,2020,,8883
République Démocratique du Congo,ke Kasai Oriental Province,ke Mpokolo Zone de Santé,ke Katende Aire de Santé,NPkIgk7lYAR,ke Katende Aire de Santé,,,2020,2020,2020,,22710
République Démocratique du Congo,ke Kasai Oriental Province,ke Miabi Zone de Santé,ke Katende Aire de Santé,rnBIjjr4wsb,ke Katende Aire de Santé,81210110,,2020,2020,2020,,15008
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Katenga Aire de Santé,MIl59W2YKgC,ke Katenga Aire de Santé,81250207,,2020,2020,2020,,16372
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Katshiampanga Aire de Santé,vDHgSc4oTva,ke Katshiampanga Aire de Santé,81240113,,2020,2020,2020,,10539
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Katumanga Aire de Santé,I8AhVPi1Rxi,ke Katumanga Aire de Santé,81220109,,2020,2020,2020,,8597
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Keena Nkuna Aire de Santé,QfI31Yy5T6b,ke Keena Nkuna Aire de Santé,81220110,,2020,2020,2020,,17692
République Démocratique du Congo,ke Kasai Oriental Province,ke Dibindi Zone de Santé,ke Kikamu Aire de Santé,wKZkVOcCsSX,ke Kikamu Aire de Santé,81150106,,2020,2020,2020,,16419
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Kimbangu Aire de Santé,pPKbHhTpzW3,ke Kimbangu Aire de Santé,81120110,,2020,2020,2020,,18621
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Kizito Aire de Santé,Sd6KgRYlUoi,ke Kizito Aire de Santé,81150310,,2020,2020,2020,,16112
République Démocratique du Congo,ke Kasai Oriental Province,ke Dibindi Zone de Santé,ke La Vie Aire de Santé,ndF6gJtKSUv,ke La Vie Aire de Santé,81150107,,2020,2020,2020,,24060
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Lac Lomba Aire de Santé,C61Z8zmUZ8I,ke Lac Lomba Aire de Santé,81250208,,2020,2020,2020,,14548
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Lac Mukamba Aire de Santé,kzCSYFFKUTx,ke Lac Mukamba Aire de Santé,81220111,,2020,2020,2020,,12337
République Démocratique du Congo,ke Kasai Oriental Province,ke Muya Zone de Santé,ke Lac Munkamba Aire de santé,bqK1MC9uUu8,ke Lac Munkamba Aire de santé,81140111,,2020,2020,2020,,19382
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Luaba Aire de Santé,KpVnHDC11M7,ke Luaba Aire de Santé,81120306,,2020,2020,2020,,21085
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Luaba Buzangu Aire de Santé,pg718uTc0Em,ke Luaba Buzangu Aire de Santé,81250116,,2020,2020,2020,,10782
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Luamuela 1 Aire de Santé,TWpi2JJ248j,ke Luamuela 1 Aire de Santé,81250117,,2020,2020,2020,,23012
République Démocratique du Congo,ke Kasai Oriental Province,ke Tshilenge Zone de Santé,ke Luamuela 2 Aire de Santé,iJSRotLueIt,ke Luamuela 2 Aire de Santé,81250118,,2020,2020,2020,,19856
République Démocratique du Congo,ke Kasai Oriental Province,ke Cilundu Zone de Santé,ke Luanga Aire de Santé,Lg61369sbCH,ke Luanga Aire de Santé,81210215,,2020,2020,2020,,8133
République Démocratique du Congo,ke Kasai Oriental Province,ke Mukumbi Zone de Santé,ke Lubanga Aire de Santé,hQdol1S9OFW,ke Lubanga Aire de Santé,81230111,,2020,2020,2020,,7549
République Démocratique du Congo,ke Kasai Oriental Province,ke Muya Zone de Santé,ke Lubi Aire de Santé,SXaqPfIuwDM,ke Lubi Aire de Santé,81140112,,2020,2020,2020,,22969
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Lubilanji Aire de Santé,VEIRyVXl4Hp,ke Lubilanji Aire de Santé,,,2020,2020,2020,,22332
République Démocratique du Congo,ke Kasai Oriental Province,ke Bonzola Zone de Santé,ke Lubilanji Aire de Santé,YZbgzLaMbG3,ke Lubilanji Aire de Santé,81110110,,2020,2020,2020,,12041
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Lububue Aire de Santé,bPA96hGxf2h,ke Lububue Aire de Santé,81120111,,2020,2020,2020,,18623
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Lubuwa Aire de Santé,d7kQHuO2dqH,ke Lubuwa Aire de Santé,81250209,,2020,2020,2020,,13783
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Lukalaba Est Aire de Santé,DBf8wiDvsYa,ke Lukalaba Est Aire de Santé,81250210,,2020,2020,2020,,21373
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Lukalaba Ouest Aire de Santé,oAeGJfk2pFQ,ke Lukalaba Ouest Aire de Santé,81250211,,2020,2020,2020,,18787
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Lukangu Aire de Santé,kPFzNa29AXV,ke Lukangu Aire de Santé,81240114,,2020,2020,2020,,9649
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Lukelenge 1 Aire de Santé,p3JLrnFS3Ah,ke Lukelenge 1 Aire de Santé,81150311,,2020,2020,2020,,17511
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Lukelenge 2 Aire de Santé,UIIKs7MVo48,ke Lukelenge 2 Aire de Santé,81150312,,2020,2020,2020,,17469
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Lukoka Aire de Santé,AYSe6fu5DE6,ke Lukoka Aire de Santé,81140210,,2020,2020,2020,,17250
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Lukula Aire de Santé,WoArK9C9bgE,ke Lukula Aire de Santé,81220112,,2020,2020,2020,,13764
République Démocratique du Congo,ke Kasai Oriental Province,ke Miabi Zone de Santé,ke Lukunza Aire de Santé,EgeERwfKAsv,ke Lukunza Aire de Santé,81210111,,2020,2020,2020,,10144
République Démocratique du Congo,ke Kasai Oriental Province,ke Dibindi Zone de Santé,ke Lumiere Du Soir Aire de Santé,dWYLNbv2H0w,ke Lumiere Du Soir Aire de Santé,81150108,,2020,2020,2020,,14784
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Lupandu Luetu Aire de Santé,zdJk5eheisM,ke Lupandu Luetu Aire de Santé,81240212,,2020,2020,2020,,11933
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Lusambo Aire de Santé,UgwFAu5w0ys,ke Lusambo Aire de Santé,81140211,,2020,2020,2020,,17980
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Lutulu Aire de Santé,o7DIEDxBVcJ,ke Lutulu Aire de Santé,81120307,,2020,2020,2020,,21145
République Démocratique du Congo,ke Kasai Oriental Province,ke Kansele Zone de Santé,ke Luvuanda Aire de Santé,GW3vco0WJ3h,ke Luvuanda Aire de Santé,81140212,,2020,2020,2020,,21793
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Mabila Aire de Santé,Fi8HCAdLGBt,ke Mabila Aire de Santé,81220113,,2020,2020,2020,,36025
République Démocratique du Congo,ke Kasai Oriental Province,ke Bibanga Zone de Santé,ke Manja Aire de Santé,hdRv12WsfZ2,ke Manja Aire de Santé,81240115,,2020,2020,2020,,7578
République Démocratique du Congo,ke Kasai Oriental Province,ke Citenge Zone de Santé,ke Marche Aire de Santé,Ml1c0LsmDvc,ke Marche Aire de Santé,,,2020,2020,2020,,18503
République Démocratique du Congo,ke Kasai Oriental Province,ke Bipemba Zone de Santé,ke Marche Aire de Santé,uA51QkrrO3i,ke Marche Aire de Santé,81120112,,2020,2020,2020,,19807
République Démocratique du Congo,ke Kasai Oriental Province,ke Dibindi Zone de Santé,ke Markal Aire de Santé,NMfklIHnkD8,ke Markal Aire de Santé,81150109,,2020,2020,2020,,14685
République Démocratique du Congo,ke Kasai Oriental Province,ke Kabeya Kamwanga Zone de Santé,ke Matadi Aire de Santé,KhbT9y3eRly,ke Matadi Aire de Santé,81220114,,2020,2020,2020,,17830
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Mayiba Aire de Santé,HKvYZMPHIZX,ke Mayiba Aire de Santé,81120308,,2020,2020,2020,,18956
République Démocratique du Congo,ke Kasai Oriental Province,ke Kasansa Zone de Santé,ke Mbanda Mutokoyi Aire de Santé,fRKKzQyp36g,ke Mbanda Mutokoyi Aire de Santé,81250212,,2020,2020,2020,,11005
République Démocratique du Congo,ke Kasai Oriental Province,ke Nzaba Zone de Santé,ke Mbikayi Aire de Santé,OfcMHNVJWyf,ke Mbikayi Aire de Santé,81120309,,2020,2020,2020,,20255
République Démocratique du Congo,ke Kasai Oriental Province,ke Lukelenge Zone de Santé,ke Mbinza Aire de Santé,dUXGfZWezlQ,ke Mbinza Aire de Santé,81150313,,2020,2020,2020,,17067
